Territory,Topic,Category,Location,Impact,Reference,Units,Value
Albania,Water Pollution,"7,12-Dimethylbenz(a)anthracene",Seawater,Health,"Water Pollution_7,12-Dimethylbenz(a)anthracene_Seawater_Health",$/kg,112.17
Albania,Water Pollution,"7,12-Dimethylbenz(a)anthracene",Unspecified,Health,"Water Pollution_7,12-Dimethylbenz(a)anthracene_Unspecified_Health",$/kg,516.66
Albania,Water Pollution,Acenapthene,Freshwaster,Health,Water Pollution_Acenapthene_Freshwaster_Health,$/kg,0.50
Albania,Water Pollution,Acenapthene,Seawater,Health,Water Pollution_Acenapthene_Seawater_Health,$/kg,0.07
Albania,Water Pollution,Acenapthene,Unspecified,Health,Water Pollution_Acenapthene_Unspecified_Health,$/kg,0.44
Albania,Water Pollution,ACEPHATE,Freshwaster,Health,Water Pollution_ACEPHATE_Freshwaster_Health,$/kg,13.68
Albania,Water Pollution,ACEPHATE,Seawater,Health,Water Pollution_ACEPHATE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,ACEPHATE,Unspecified,Health,Water Pollution_ACEPHATE_Unspecified_Health,$/kg,11.80
Albania,Water Pollution,"ACETAMIDE,",Freshwaster,Health,"Water Pollution_ACETAMIDE,_Freshwaster_Health",$/kg,0.01
Albania,Water Pollution,"ACETAMIDE,",Seawater,Health,"Water Pollution_ACETAMIDE,_Seawater_Health",$/kg,0.00
Albania,Water Pollution,"ACETAMIDE,",Unspecified,Health,"Water Pollution_ACETAMIDE,_Unspecified_Health",$/kg,0.01
Albania,Water Pollution,Albuterol,Freshwaster,Health,Water Pollution_Albuterol_Freshwaster_Health,$/kg,0.07
Albania,Water Pollution,Albuterol,Seawater,Health,Water Pollution_Albuterol_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Albuterol,Unspecified,Health,Water Pollution_Albuterol_Unspecified_Health,$/kg,0.06
Albania,Water Pollution,Aldicarb,Freshwaster,Health,Water Pollution_Aldicarb_Freshwaster_Health,$/kg,2.00
Albania,Water Pollution,Aldicarb,Seawater,Health,Water Pollution_Aldicarb_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Aldicarb,Unspecified,Health,Water Pollution_Aldicarb_Unspecified_Health,$/kg,1.73
Albania,Water Pollution,aniline,Freshwaster,Health,Water Pollution_aniline_Freshwaster_Health,$/kg,0.07
Albania,Water Pollution,aniline,Seawater,Health,Water Pollution_aniline_Seawater_Health,$/kg,0.00
Albania,Water Pollution,aniline,Unspecified,Health,Water Pollution_aniline_Unspecified_Health,$/kg,0.06
Albania,Water Pollution,anthracene,Freshwaster,Health,Water Pollution_anthracene_Freshwaster_Health,$/kg,23.46
Albania,Water Pollution,anthracene,Seawater,Health,Water Pollution_anthracene_Seawater_Health,$/kg,7.85
Albania,Water Pollution,anthracene,Unspecified,Health,Water Pollution_anthracene_Unspecified_Health,$/kg,21.31
Albania,Water Pollution,ANTIPYRINE,Freshwaster,Health,Water Pollution_ANTIPYRINE_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,ANTIPYRINE,Seawater,Health,Water Pollution_ANTIPYRINE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,ANTIPYRINE,Unspecified,Health,Water Pollution_ANTIPYRINE_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,Atrazine,Freshwaster,Health,Water Pollution_Atrazine_Freshwaster_Health,$/kg,0.43
Albania,Water Pollution,Atrazine,Seawater,Health,Water Pollution_Atrazine_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Atrazine,Unspecified,Health,Water Pollution_Atrazine_Unspecified_Health,$/kg,0.37
Albania,Water Pollution,benzene,Freshwaster,Health,Water Pollution_benzene_Freshwaster_Health,$/kg,0.08
Albania,Water Pollution,benzene,Seawater,Health,Water Pollution_benzene_Seawater_Health,$/kg,0.01
Albania,Water Pollution,benzene,Unspecified,Health,Water Pollution_benzene_Unspecified_Health,$/kg,0.07
Albania,Water Pollution,Benzidine,Freshwaster,Health,Water Pollution_Benzidine_Freshwaster_Health,$/kg,856.77
Albania,Water Pollution,Benzidine,Seawater,Health,Water Pollution_Benzidine_Seawater_Health,$/kg,0.09
Albania,Water Pollution,Benzidine,Unspecified,Health,Water Pollution_Benzidine_Unspecified_Health,$/kg,738.75
Albania,Water Pollution,benzo[a]pyrene,Freshwaster,Health,Water Pollution_benzo[a]pyrene_Freshwaster_Health,$/kg,730.27
Albania,Water Pollution,benzo[a]pyrene,Seawater,Health,Water Pollution_benzo[a]pyrene_Seawater_Health,$/kg,61.49
Albania,Water Pollution,benzo[a]pyrene,Unspecified,Health,Water Pollution_benzo[a]pyrene_Unspecified_Health,$/kg,638.13
Albania,Water Pollution,Bezafibrate,Freshwaster,Health,Water Pollution_Bezafibrate_Freshwaster_Health,$/kg,0.05
Albania,Water Pollution,Bezafibrate,Seawater,Health,Water Pollution_Bezafibrate_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Bezafibrate,Unspecified,Health,Water Pollution_Bezafibrate_Unspecified_Health,$/kg,0.04
Albania,Water Pollution,butyl benzyl phthalate ,Freshwaster,Health,Water Pollution_butyl benzyl phthalate _Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,butyl benzyl phthalate ,Seawater,Health,Water Pollution_butyl benzyl phthalate _Seawater_Health,$/kg,0.00
Albania,Water Pollution,butyl benzyl phthalate,Unspecified,Health,Water Pollution_butyl benzyl phthalate_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Carbamazepine,Freshwaster,Health,Water Pollution_Carbamazepine_Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,Carbamazepine,Seawater,Health,Water Pollution_Carbamazepine_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Carbamazepine,Unspecified,Health,Water Pollution_Carbamazepine_Unspecified_Health,$/kg,0.03
Albania,Water Pollution,chlorobenzene,Freshwaster,Health,Water Pollution_chlorobenzene_Freshwaster_Health,$/kg,0.02
Albania,Water Pollution,chlorobenzene,Seawater,Health,Water Pollution_chlorobenzene_Seawater_Health,$/kg,0.00
Albania,Water Pollution,chlorobenzene,Unspecified,Health,Water Pollution_chlorobenzene_Unspecified_Health,$/kg,0.02
Albania,Water Pollution,Chloropyrifos,Freshwaster,Health,Water Pollution_Chloropyrifos_Freshwaster_Health,$/kg,2.42
Albania,Water Pollution,Chloropyrifos,Seawater,Health,Water Pollution_Chloropyrifos_Seawater_Health,$/kg,0.22
Albania,Water Pollution,Chloropyrifos,Unspecified,Health,Water Pollution_Chloropyrifos_Unspecified_Health,$/kg,2.12
Albania,Water Pollution,Chlorothalonil,Freshwaster,Health,Water Pollution_Chlorothalonil_Freshwaster_Health,$/kg,0.11
Albania,Water Pollution,Chlorothalonil,Seawater,Health,Water Pollution_Chlorothalonil_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Chlorothalonil,Unspecified,Health,Water Pollution_Chlorothalonil_Unspecified_Health,$/kg,0.10
Albania,Water Pollution,CYANAZINE,Freshwaster,Health,Water Pollution_CYANAZINE_Freshwaster_Health,$/kg,5.23
Albania,Water Pollution,CYANAZINE,Seawater,Health,Water Pollution_CYANAZINE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,CYANAZINE,Unspecified,Health,Water Pollution_CYANAZINE_Unspecified_Health,$/kg,4.51
Albania,Water Pollution,CYPERMETHRIN,Freshwaster,Health,Water Pollution_CYPERMETHRIN_Freshwaster_Health,$/kg,0.26
Albania,Water Pollution,CYPERMETHRIN,Seawater,Health,Water Pollution_CYPERMETHRIN_Seawater_Health,$/kg,0.00
Albania,Water Pollution,CYPERMETHRIN,Unspecified,Health,Water Pollution_CYPERMETHRIN_Unspecified_Health,$/kg,0.22
Albania,Water Pollution,DEF,Freshwaster,Health,Water Pollution_DEF_Freshwaster_Health,$/kg,0.67
Albania,Water Pollution,DEF,Seawater,Health,Water Pollution_DEF_Seawater_Health,$/kg,0.01
Albania,Water Pollution,DEF,Unspecified,Health,Water Pollution_DEF_Unspecified_Health,$/kg,0.58
Albania,Water Pollution,di-(2-ethylhexyl)-phthalate (DEHP),Freshwaster,Health,Water Pollution_di-(2-ethylhexyl)-phthalate (DEHP)_Freshwaster_Health,$/kg,0.05
Albania,Water Pollution,di-(2-ethylhexyl)-phthalate (DEHP),Seawater,Health,Water Pollution_di-(2-ethylhexyl)-phthalate (DEHP)_Seawater_Health,$/kg,0.00
Albania,Water Pollution,di-(2-ethylhexyl)-phthalate (DEHP),Unspecified,Health,Water Pollution_di-(2-ethylhexyl)-phthalate (DEHP)_Unspecified_Health,$/kg,0.04
Albania,Water Pollution,Diazinon,Freshwaster,Health,Water Pollution_Diazinon_Freshwaster_Health,$/kg,2.02
Albania,Water Pollution,Diazinon,Seawater,Health,Water Pollution_Diazinon_Seawater_Health,$/kg,0.01
Albania,Water Pollution,Diazinon,Unspecified,Health,Water Pollution_Diazinon_Unspecified_Health,$/kg,1.74
Albania,Water Pollution,"Dibenz(a,h)anthracene",Freshwaster,Health,"Water Pollution_Dibenz(a,h)anthracene_Freshwaster_Health",$/kg,"2,384.95"
Albania,Water Pollution,"Dibenz(a,h)anthracene",Seawater,Health,"Water Pollution_Dibenz(a,h)anthracene_Seawater_Health",$/kg,205.69
Albania,Water Pollution,"Dibenz(a,h)anthracene",Unspecified,Health,"Water Pollution_Dibenz(a,h)anthracene_Unspecified_Health",$/kg,"2,084.71"
Albania,Water Pollution,Dicamba,Freshwaster,Health,Water Pollution_Dicamba_Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,Dicamba,Seawater,Health,Water Pollution_Dicamba_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Dicamba,Unspecified,Health,Water Pollution_Dicamba_Unspecified_Health,$/kg,0.04
Albania,Water Pollution,dichloromethane/methylenechloride (CH2Cl2) ,Freshwaster,Health,Water Pollution_dichloromethane/methylenechloride (CH2Cl2) _Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,dichloromethane/methylenechloride (CH2Cl2) ,Seawater,Health,Water Pollution_dichloromethane/methylenechloride (CH2Cl2) _Seawater_Health,$/kg,0.01
Albania,Water Pollution,dichloromethane/methylenechloride (CH2Cl2) ,Unspecified,Health,Water Pollution_dichloromethane/methylenechloride (CH2Cl2) _Unspecified_Health,$/kg,0.03
Albania,Water Pollution,Diclofenac,Freshwaster,Health,Water Pollution_Diclofenac_Freshwaster_Health,$/kg,0.29
Albania,Water Pollution,Diclofenac,Seawater,Health,Water Pollution_Diclofenac_Seawater_Health,$/kg,0.01
Albania,Water Pollution,Diclofenac,Unspecified,Health,Water Pollution_Diclofenac_Unspecified_Health,$/kg,0.25
Albania,Water Pollution,Dicrotophos,Freshwaster,Health,Water Pollution_Dicrotophos_Freshwaster_Health,$/kg,0.84
Albania,Water Pollution,Dicrotophos,Seawater,Health,Water Pollution_Dicrotophos_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Dicrotophos,Unspecified,Health,Water Pollution_Dicrotophos_Unspecified_Health,$/kg,0.72
Albania,Water Pollution,Ethephon,Freshwaster,Health,Water Pollution_Ethephon_Freshwaster_Health,$/kg,0.10
Albania,Water Pollution,Ethephon,Seawater,Health,Water Pollution_Ethephon_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Ethephon,Unspecified,Health,Water Pollution_Ethephon_Unspecified_Health,$/kg,0.09
Albania,Water Pollution,fluoranthene,Freshwaster,Health,Water Pollution_fluoranthene_Freshwaster_Health,$/kg,4.69
Albania,Water Pollution,fluoranthene,Seawater,Health,Water Pollution_fluoranthene_Seawater_Health,$/kg,1.57
Albania,Water Pollution,fluoranthene,Unspecified,Health,Water Pollution_fluoranthene_Unspecified_Health,$/kg,4.26
Albania,Water Pollution,fluorene,Freshwaster,Health,Water Pollution_fluorene_Freshwaster_Health,$/kg,0.66
Albania,Water Pollution,fluorene,Seawater,Health,Water Pollution_fluorene_Seawater_Health,$/kg,0.11
Albania,Water Pollution,fluorene,Unspecified,Health,Water Pollution_fluorene_Unspecified_Health,$/kg,0.58
Albania,Water Pollution,Fluvastatin,Freshwaster,Health,Water Pollution_Fluvastatin_Freshwaster_Health,$/kg,0.08
Albania,Water Pollution,Fluvastatin,Seawater,Health,Water Pollution_Fluvastatin_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Fluvastatin,Unspecified,Health,Water Pollution_Fluvastatin_Unspecified_Health,$/kg,0.07
Albania,Water Pollution,FUROSEMIDE,Freshwaster,Health,Water Pollution_FUROSEMIDE_Freshwaster_Health,$/kg,0.03
Albania,Water Pollution,FUROSEMIDE,Seawater,Health,Water Pollution_FUROSEMIDE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,FUROSEMIDE,Unspecified,Health,Water Pollution_FUROSEMIDE_Unspecified_Health,$/kg,0.03
Albania,Water Pollution,Gemfibrozil,Freshwaster,Health,Water Pollution_Gemfibrozil_Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,Gemfibrozil,Seawater,Health,Water Pollution_Gemfibrozil_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Gemfibrozil,Unspecified,Health,Water Pollution_Gemfibrozil_Unspecified_Health,$/kg,0.03
Albania,Water Pollution,GLUFOSINATE-AMMONIUM,Freshwaster,Health,Water Pollution_GLUFOSINATE-AMMONIUM_Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,GLUFOSINATE-AMMONIUM,Seawater,Health,Water Pollution_GLUFOSINATE-AMMONIUM_Seawater_Health,$/kg,0.00
Albania,Water Pollution,GLUFOSINATE-AMMONIUM,Unspecified,Health,Water Pollution_GLUFOSINATE-AMMONIUM_Unspecified_Health,$/kg,0.04
Albania,Water Pollution,Glyphosate,Freshwaster,Health,Water Pollution_Glyphosate_Freshwaster_Health,$/kg,0.00
Albania,Water Pollution,Glyphosate,Seawater,Health,Water Pollution_Glyphosate_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Glyphosate,Unspecified,Health,Water Pollution_Glyphosate_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,INDOMETHACIN,Freshwaster,Health,Water Pollution_INDOMETHACIN_Freshwaster_Health,$/kg,7.64
Albania,Water Pollution,INDOMETHACIN,Seawater,Health,Water Pollution_INDOMETHACIN_Seawater_Health,$/kg,0.13
Albania,Water Pollution,INDOMETHACIN,Unspecified,Health,Water Pollution_INDOMETHACIN_Unspecified_Health,$/kg,6.61
Albania,Water Pollution,Iopromide,Freshwaster,Health,Water Pollution_Iopromide_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Iopromide,Seawater,Health,Water Pollution_Iopromide_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Iopromide,Unspecified,Health,Water Pollution_Iopromide_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Malathion,Freshwaster,Health,Water Pollution_Malathion_Freshwaster_Health,$/kg,0.00
Albania,Water Pollution,Malathion,Seawater,Health,Water Pollution_Malathion_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Malathion,Unspecified,Health,Water Pollution_Malathion_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Mancozeb,Freshwaster,Health,Water Pollution_Mancozeb_Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,Mancozeb,Seawater,Health,Water Pollution_Mancozeb_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Mancozeb,Unspecified,Health,Water Pollution_Mancozeb_Unspecified_Health,$/kg,0.04
Albania,Water Pollution,Methyl Bromide,Freshwaster,Health,Water Pollution_Methyl Bromide_Freshwaster_Health,$/kg,0.29
Albania,Water Pollution,Methyl Bromide,Seawater,Health,Water Pollution_Methyl Bromide_Seawater_Health,$/kg,0.08
Albania,Water Pollution,Methyl Bromide,Unspecified,Health,Water Pollution_Methyl Bromide_Unspecified_Health,$/kg,0.26
Albania,Water Pollution,Metolachlor,Freshwaster,Health,Water Pollution_Metolachlor_Freshwaster_Health,$/kg,0.02
Albania,Water Pollution,Metolachlor,Seawater,Health,Water Pollution_Metolachlor_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Metolachlor,Unspecified,Health,Water Pollution_Metolachlor_Unspecified_Health,$/kg,0.02
Albania,Water Pollution,Metoprolol,Freshwaster,Health,Water Pollution_Metoprolol_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Metoprolol,Seawater,Health,Water Pollution_Metoprolol_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Metoprolol,Unspecified,Health,Water Pollution_Metoprolol_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,METRONIDAZOLE,Freshwaster,Health,Water Pollution_METRONIDAZOLE_Freshwaster_Health,$/kg,0.03
Albania,Water Pollution,METRONIDAZOLE,Seawater,Health,Water Pollution_METRONIDAZOLE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,METRONIDAZOLE,Unspecified,Health,Water Pollution_METRONIDAZOLE_Unspecified_Health,$/kg,0.02
Albania,Water Pollution,Naled,Freshwaster,Health,Water Pollution_Naled_Freshwaster_Health,$/kg,1.03
Albania,Water Pollution,Naled,Seawater,Health,Water Pollution_Naled_Seawater_Health,$/kg,0.04
Albania,Water Pollution,Naled,Unspecified,Health,Water Pollution_Naled_Unspecified_Health,$/kg,0.90
Albania,Water Pollution,NALIDIXIC ACID,Freshwaster,Health,Water Pollution_NALIDIXIC ACID_Freshwaster_Health,$/kg,0.04
Albania,Water Pollution,NALIDIXIC ACID,Seawater,Health,Water Pollution_NALIDIXIC ACID_Seawater_Health,$/kg,0.00
Albania,Water Pollution,NALIDIXIC ACID,Unspecified,Health,Water Pollution_NALIDIXIC ACID_Unspecified_Health,$/kg,0.03
Albania,Water Pollution,naphthalene,Freshwaster,Health,Water Pollution_naphthalene_Freshwaster_Health,$/kg,0.06
Albania,Water Pollution,naphthalene,Seawater,Health,Water Pollution_naphthalene_Seawater_Health,$/kg,0.00
Albania,Water Pollution,naphthalene,Unspecified,Health,Water Pollution_naphthalene_Unspecified_Health,$/kg,0.05
Albania,Water Pollution,OXOLINIC ACID,Freshwaster,Health,Water Pollution_OXOLINIC ACID_Freshwaster_Health,$/kg,0.05
Albania,Water Pollution,OXOLINIC ACID,Seawater,Health,Water Pollution_OXOLINIC ACID_Seawater_Health,$/kg,0.00
Albania,Water Pollution,OXOLINIC ACID,Unspecified,Health,Water Pollution_OXOLINIC ACID_Unspecified_Health,$/kg,0.04
Albania,Water Pollution,Paraquat,Freshwaster,Health,Water Pollution_Paraquat_Freshwaster_Health,$/kg,0.12
Albania,Water Pollution,Paraquat,Seawater,Health,Water Pollution_Paraquat_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Paraquat,Unspecified,Health,Water Pollution_Paraquat_Unspecified_Health,$/kg,0.10
Albania,Water Pollution,Parathion-methyl,Freshwaster,Health,Water Pollution_Parathion-methyl_Freshwaster_Health,$/kg,0.83
Albania,Water Pollution,Parathion-methyl,Seawater,Health,Water Pollution_Parathion-methyl_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Parathion-methyl,Unspecified,Health,Water Pollution_Parathion-methyl_Unspecified_Health,$/kg,0.71
Albania,Water Pollution,Pendimethalin,Freshwaster,Health,Water Pollution_Pendimethalin_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Pendimethalin,Seawater,Health,Water Pollution_Pendimethalin_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Pendimethalin,Unspecified,Health,Water Pollution_Pendimethalin_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,pentachlorophenol,Freshwaster,Health,Water Pollution_pentachlorophenol_Freshwaster_Health,$/kg,0.96
Albania,Water Pollution,pentachlorophenol,Seawater,Health,Water Pollution_pentachlorophenol_Seawater_Health,$/kg,0.02
Albania,Water Pollution,pentachlorophenol,Unspecified,Health,Water Pollution_pentachlorophenol_Unspecified_Health,$/kg,0.83
Albania,Water Pollution,Phorate,Freshwaster,Health,Water Pollution_Phorate_Freshwaster_Health,$/kg,0.75
Albania,Water Pollution,Phorate,Seawater,Health,Water Pollution_Phorate_Seawater_Health,$/kg,0.04
Albania,Water Pollution,Phorate,Unspecified,Health,Water Pollution_Phorate_Unspecified_Health,$/kg,0.65
Albania,Water Pollution,Propanil,Freshwaster,Health,Water Pollution_Propanil_Freshwaster_Health,$/kg,0.06
Albania,Water Pollution,Propanil,Seawater,Health,Water Pollution_Propanil_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Propanil,Unspecified,Health,Water Pollution_Propanil_Unspecified_Health,$/kg,0.06
Albania,Water Pollution,pyrene,Freshwaster,Health,Water Pollution_pyrene_Freshwaster_Health,$/kg,6.41
Albania,Water Pollution,pyrene,Seawater,Health,Water Pollution_pyrene_Seawater_Health,$/kg,2.77
Albania,Water Pollution,pyrene,Unspecified,Health,Water Pollution_pyrene_Unspecified_Health,$/kg,5.91
Albania,Water Pollution,"Pyrene, 1-nitro-",Freshwaster,Health,"Water Pollution_Pyrene, 1-nitro-_Freshwaster_Health",$/kg,12.85
Albania,Water Pollution,"Pyrene, 1-nitro-",Seawater,Health,"Water Pollution_Pyrene, 1-nitro-_Seawater_Health",$/kg,1.18
Albania,Water Pollution,"Pyrene, 1-nitro-",Unspecified,Health,"Water Pollution_Pyrene, 1-nitro-_Unspecified_Health",$/kg,11.25
Albania,Water Pollution,Sulfamethoxazole,Freshwaster,Health,Water Pollution_Sulfamethoxazole_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Sulfamethoxazole,Seawater,Health,Water Pollution_Sulfamethoxazole_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Sulfamethoxazole,Unspecified,Health,Water Pollution_Sulfamethoxazole_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,Terbutaline,Freshwaster,Health,Water Pollution_Terbutaline_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Terbutaline,Seawater,Health,Water Pollution_Terbutaline_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Terbutaline,Unspecified,Health,Water Pollution_Terbutaline_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,tetrachloroethylene,Freshwaster,Health,Water Pollution_tetrachloroethylene_Freshwaster_Health,$/kg,0.21
Albania,Water Pollution,tetrachloroethylene,Seawater,Health,Water Pollution_tetrachloroethylene_Seawater_Health,$/kg,0.04
Albania,Water Pollution,tetrachloroethylene,Unspecified,Health,Water Pollution_tetrachloroethylene_Unspecified_Health,$/kg,0.18
Albania,Water Pollution,THIABENDAZOLE,Freshwaster,Health,Water Pollution_THIABENDAZOLE_Freshwaster_Health,$/kg,0.02
Albania,Water Pollution,THIABENDAZOLE,Seawater,Health,Water Pollution_THIABENDAZOLE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,THIABENDAZOLE,Unspecified,Health,Water Pollution_THIABENDAZOLE_Unspecified_Health,$/kg,0.02
Albania,Water Pollution,TRI-2-CHLOROETHYL PHOSPHATE,Freshwaster,Health,Water Pollution_TRI-2-CHLOROETHYL PHOSPHATE_Freshwaster_Health,$/kg,0.14
Albania,Water Pollution,TRI-2-CHLOROETHYL PHOSPHATE,Seawater,Health,Water Pollution_TRI-2-CHLOROETHYL PHOSPHATE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,TRI-2-CHLOROETHYL PHOSPHATE,Unspecified,Health,Water Pollution_TRI-2-CHLOROETHYL PHOSPHATE_Unspecified_Health,$/kg,0.12
Albania,Water Pollution,trichloroethylene,Freshwaster,Health,Water Pollution_trichloroethylene_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,trichloroethylene,Seawater,Health,Water Pollution_trichloroethylene_Seawater_Health,$/kg,0.00
Albania,Water Pollution,trichloroethylene,Unspecified,Health,Water Pollution_trichloroethylene_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,trifluralin,Freshwaster,Health,Water Pollution_trifluralin_Freshwaster_Health,$/kg,0.67
Albania,Water Pollution,trifluralin,Seawater,Health,Water Pollution_trifluralin_Seawater_Health,$/kg,0.25
Albania,Water Pollution,trifluralin,Unspecified,Health,Water Pollution_trifluralin_Unspecified_Health,$/kg,0.62
Albania,Water Pollution,TRIMETHOPRIM,Freshwaster,Health,Water Pollution_TRIMETHOPRIM_Freshwaster_Health,$/kg,0.06
Albania,Water Pollution,TRIMETHOPRIM,Seawater,Health,Water Pollution_TRIMETHOPRIM_Seawater_Health,$/kg,0.00
Albania,Water Pollution,TRIMETHOPRIM,Unspecified,Health,Water Pollution_TRIMETHOPRIM_Unspecified_Health,$/kg,0.05
Albania,Water Pollution,"Tris (2,3-dibromopropyl) phosphate",Freshwaster,Health,"Water Pollution_Tris (2,3-dibromopropyl) phosphate_Freshwaster_Health",$/kg,4.59
Albania,Water Pollution,"Tris (2,3-dibromopropyl) phosphate",Seawater,Health,"Water Pollution_Tris (2,3-dibromopropyl) phosphate_Seawater_Health",$/kg,0.56
Albania,Water Pollution,"Tris (2,3-dibromopropyl) phosphate",Unspecified,Health,"Water Pollution_Tris (2,3-dibromopropyl) phosphate_Unspecified_Health",$/kg,4.03
Albania,Water Pollution,trrichloromethane/chloroform (CHCl3),Freshwaster,Health,Water Pollution_trrichloromethane/chloroform (CHCl3)_Freshwaster_Health,$/kg,0.14
Albania,Water Pollution,trrichloromethane/chloroform (CHCl3),Seawater,Health,Water Pollution_trrichloromethane/chloroform (CHCl3)_Seawater_Health,$/kg,0.01
Albania,Water Pollution,trrichloromethane/chloroform (CHCl3),Unspecified,Health,Water Pollution_trrichloromethane/chloroform (CHCl3)_Unspecified_Health,$/kg,0.12
Albania,Water Pollution,Warfarin,Freshwaster,Health,Water Pollution_Warfarin_Freshwaster_Health,$/kg,6.92
Albania,Water Pollution,Warfarin,Seawater,Health,Water Pollution_Warfarin_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Warfarin,Unspecified,Health,Water Pollution_Warfarin_Unspecified_Health,$/kg,5.97
Albania,Water Pollution,PAHs,Freshwaster,Health,Water Pollution_PAHs_Freshwaster_Health,$/kg,344.73
Albania,Water Pollution,PAHs,Seawater,Health,Water Pollution_PAHs_Seawater_Health,$/kg,36.61
Albania,Water Pollution,PAHs,Unspecified,Health,Water Pollution_PAHs_Unspecified_Health,$/kg,302.28
Albania,Water Pollution,Pesticides,Freshwaster,Health,Water Pollution_Pesticides_Freshwaster_Health,$/kg,0.49
Albania,Water Pollution,Pesticides,Seawater,Health,Water Pollution_Pesticides_Seawater_Health,$/kg,0.09
Albania,Water Pollution,Pesticides,Unspecified,Health,Water Pollution_Pesticides_Unspecified_Health,$/kg,0.43
Albania,Water Pollution,Antimony,Freshwaster,Health,Water Pollution_Antimony_Freshwaster_Health,$/kg,73.41
Albania,Water Pollution,Antimony,Seawater,Health,Water Pollution_Antimony_Seawater_Health,$/kg,1.76
Albania,Water Pollution,Antimony,Unspecified,Health,Water Pollution_Antimony_Unspecified_Health,$/kg,63.54
Albania,Water Pollution,Arsenic,Freshwaster,Health,Water Pollution_Arsenic_Freshwaster_Health,$/kg,"2,179.00"
Albania,Water Pollution,Arsenic,Seawater,Health,Water Pollution_Arsenic_Seawater_Health,$/kg,172.79
Albania,Water Pollution,Arsenic,Unspecified,Health,Water Pollution_Arsenic_Unspecified_Health,$/kg,"1,902.61"
Albania,Water Pollution,Barium,Freshwaster,Health,Water Pollution_Barium_Freshwaster_Health,$/kg,36.17
Albania,Water Pollution,Barium,Seawater,Health,Water Pollution_Barium_Seawater_Health,$/kg,13.01
Albania,Water Pollution,Barium,Unspecified,Health,Water Pollution_Barium_Unspecified_Health,$/kg,32.98
Albania,Water Pollution,Beryllium,Freshwaster,Health,Water Pollution_Beryllium_Freshwaster_Health,$/kg,0.06
Albania,Water Pollution,Beryllium,Seawater,Health,Water Pollution_Beryllium_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Beryllium,Unspecified,Health,Water Pollution_Beryllium_Unspecified_Health,$/kg,0.05
